Property_ID,Address,City,State,Zip_Code,Property_Type,Bedrooms,Bathrooms,Square_Feet,Listing_Price,Listing_Date
8f5486b7-c7b5-42bc-9a8a-aeca1a50aec3,826 Bobby Lakes Apt. 533,Austin,TX,73301,Land,,,2163,919190.76,2024-12-17
1bac27a7-b386-47a4-8991-603f28c13091,232 Nicole Burg Apt. 563,Austin,TX,73301,Residential,5.0,1.0,3890,141191.84,2024-02-10
11c58ef0-dd46-4c09-8752-87aa5408f9ac,73375 Hoover Well Apt. 303,San Antonio,TX,78201,Industrial,,,4642,940751.41,2024-05-22
ba81edd9-587e-4344-af3f-920c98b8e4cc,8685 Darrell Green Apt. 940,Fort Worth,TX,76101,Industrial,,,2050,317996.88,2023-10-10
bcae8081-bdf0-40aa-b0b5-156bb82c9074,9816 Jonathan Station Suite 088,Austin,TX,73301,Commercial,,,2095,167698.52,2025-01-01
4f2d4796-81d2-47de-8ce1-eb90e6697833,6159 Alvarado Crossing,Fort Worth,TX,76101,Commercial,,,3056,1427161.89,2025-01-27
4dcabfb7-001a-4a8b-956f-03508c459ce2,6482 Robert Light Apt. 994,Dallas,TX,75201,Commercial,,,3388,1451025.65,2024-05-28
55cee5db-9e87-404c-a208-6977a9f25336,69957 Ramos Forest Suite 214,Houston,TX,77001,Commercial,,,2775,1226966.22,2024-08-21
74962764-12a4-4ef0-84bb-b7a9d98868dd,43320 John Mountains,Dallas,TX,75201,Residential,4.0,4.0,4263,509074.62,2024-11-03
8498e113-b227-462c-b53d-4330cdda24ba,936 Ross Drive Apt. 163,Austin,TX,73301,Industrial,,,1508,214182.76,2023-12-01
722764e6-8c41-461b-a827-a1b9d4a02e53,83172 Contreras Points Suite 798,Houston,TX,77001,Residential,3.0,2.0,1920,1050032.06,2024-06-13
a07295e9-7c0e-4cd8-8573-e793c715b2b9,774 Mary Harbor,San Antonio,TX,78201,Land,,,4673,702217.3,2025-03-03
620e99d3-3b33-43d8-a69c-d696236c7b87,7143 Rogers Plains,Houston,TX,77001,Commercial,,,3224,248904.48,2023-09-18
6b8e869f-d538-4b0e-b4f3-193c0ff0a55c,316 Rivera Mountain,Austin,TX,73301,Residential,5.0,1.0,1066,780627.1,2024-06-04
9a6ec2f5-ccc4-4903-8bcf-53a1bc10fa52,096 Smith Knoll Suite 668,Houston,TX,77001,Land,,,2688,124003.64,2025-02-17
2a405f12-b963-437f-a781-4c1fcc530e36,3467 Paul Skyway,Fort Worth,TX,76101,Industrial,,,2375,1370781.57,2024-12-26
74672cd9-362f-4e5c-93cd-6268610cf373,98069 Christopher Meadow Apt. 720,Dallas,TX,75201,Industrial,,,3269,443761.47,2024-02-05
c1156d6d-0a4e-4b70-a6d9-64a3f510ab53,6464 Thomas Summit Apt. 531,Fort Worth,TX,76101,Commercial,,,3259,1019094.26,2025-03-15
b31022f0-770c-4798-b7cc-863bf2a03459,30923 Thomas Crescent,Austin,TX,73301,Industrial,,,4709,519188.28,2024-09-28
13748146-32c5-4d89-b70b-3420f1043785,2991 Tami Coves Apt. 496,Austin,TX,73301,Industrial,,,2555,816096.93,2024-05-21
575aed2c-a5c5-450c-8186-a57611a72609,49190 Patel Shore,Austin,TX,73301,Land,,,1123,854062.15,2024-04-30
a6846099-f729-4951-8591-31d2bbda0242,7165 Zimmerman Mews,Fort Worth,TX,76101,Commercial,,,1054,338417.6,2023-12-01
c01f36bf-3e6d-458b-b367-c28de1b294de,877 Petersen Ramp Suite 531,Austin,TX,73301,Industrial,,,1197,1456658.09,2024-02-19
e15ca666-4797-42c9-9720-72464223623b,965 Troy Islands Apt. 735,San Antonio,TX,78201,Commercial,,,982,1179564.27,2025-03-28
cafda613-72bb-412d-bda6-7785b63b4dc3,083 John Lodge Suite 837,Austin,TX,73301,Industrial,,,2879,1413785.99,2024-11-30
8ce6424d-bef5-4fe6-bf23-3d5f6cedd15d,43634 Kennedy Pines,San Antonio,TX,78201,Land,,,3521,1350128.97,2024-04-10
46c8adfe-7bf4-4042-bd15-31c83764fbda,7444 David Fields Suite 182,San Antonio,TX,78201,Residential,2.0,4.0,4563,927007.47,2023-12-13
2053da42-f1af-4b65-b289-f2244ac9778d,34352 Smith Place Apt. 400,Dallas,TX,75201,Land,,,3476,1388670.78,2024-09-19
a1235a8c-93b7-4886-92f7-0c977de31a51,09477 Peterson Center Suite 711,San Antonio,TX,78201,Industrial,,,1590,201101.82,2024-05-24
39c6a1ca-9e50-4a42-8a6d-fda1989bc4da,29413 Angela Mall,San Antonio,TX,78201,Commercial,,,2583,354275.58,2024-10-30
2c7f0b79-3d67-4de9-a834-e4c014c8b3b4,7496 Carroll Circle Apt. 334,Houston,TX,77001,Land,,,2867,139448.89,2024-12-11
743b65a2-dc0f-4fcf-b3f6-fe0d48603b32,06797 Johnson Heights,Austin,TX,73301,Residential,5.0,2.0,3902,538595.72,2025-01-17
44007d5a-e88d-4719-a624-2b40a5cb63a2,349 Ronald Plains,Austin,TX,73301,Industrial,,,4942,628865.14,2024-01-08
f1533ae8-670a-4c5c-b321-bf214dd8eb85,02499 Gonzales Mountain,Dallas,TX,75201,Land,,,1258,461672.37,2025-01-02
d6016237-ac9e-4156-b63f-ce413a9aca5e,877 Carly Meadows Suite 940,Dallas,TX,75201,Land,,,4347,1255950.95,2023-09-26
ff37d19c-2e76-428b-8735-44f9ea83bf00,490 Thomas Run,San Antonio,TX,78201,Industrial,,,2288,583373.49,2024-06-25
f1f8343e-a99f-4318-89c8-a43f7ed70ed7,717 Ortiz Islands Apt. 256,Austin,TX,73301,Industrial,,,1051,475331.68,2025-01-06
84b871bb-3005-48d2-8de0-51a669ca97d2,071 King Crescent Suite 808,Dallas,TX,75201,Industrial,,,1692,848341.92,2024-07-10
cc9fd334-9bdf-4377-a149-23c2f920264c,770 Joseph Curve Suite 771,Dallas,TX,75201,Land,,,1860,275817.02,2023-08-09
1d0bc9bd-e9b5-45cf-9766-5cdafe049059,248 Andrea Course,Houston,TX,77001,Industrial,,,3686,1218130.7,2024-01-08
821c1336-9970-4f60-abff-8d1530cbd755,27484 Davenport Mountains Apt. 782,Dallas,TX,75201,Commercial,,,3303,181234.67,2024-05-10
a8f1e091-ffb8-402d-9475-dbc996418ced,46584 Justin Hills,Fort Worth,TX,76101,Residential,3.0,4.0,4325,1481313.88,2025-04-28
0b2c782a-6928-4e92-868a-152fdb23aa8c,78755 Gibson Islands Apt. 396,Fort Worth,TX,76101,Residential,3.0,3.0,4175,1175448.8,2024-01-15
70b7e868-d854-40f0-9fca-f0b719b17e80,766 Tyler Camp Apt. 895,Austin,TX,73301,Commercial,,,1408,358169.85,2025-05-23
43d88870-f81d-4aa1-8812-0a8e78308930,702 Pitts Drives,San Antonio,TX,78201,Industrial,,,3040,82869.02,2023-09-14
ebc2026f-af34-4f65-a193-c4b23c19e71d,615 Finley Road Suite 809,Houston,TX,77001,Industrial,,,4581,1237032.54,2023-09-09
3e83b91f-2544-4fe0-ae41-7d475ff595ea,16117 Heather Burgs Apt. 504,Dallas,TX,75201,Commercial,,,3766,1082271.71,2024-04-21
75a66981-4104-48b5-a34d-b7c5760debbb,222 Chelsea Light Apt. 792,Houston,TX,77001,Commercial,,,1743,1113835.21,2024-01-14
627b41a1-ffd6-4232-b2ff-e2944d57d880,074 Charles Key Suite 647,Austin,TX,73301,Commercial,,,4954,1174060.24,2025-05-04
bea29dfe-c73f-4e1b-af90-8e3cdd750e98,36959 Haney Hill Apt. 640,San Antonio,TX,78201,Industrial,,,4117,180513.63,2024-09-29
b88ec318-c16d-43ed-ad81-f8bd402913ec,743 Robinson Field,Austin,TX,73301,Residential,3.0,3.0,3386,585813.66,2024-11-11
4b8c5bdc-e8dd-4e5a-9712-fb1621a4344f,104 Johnson Lakes,Dallas,TX,75201,Land,,,1333,240113.41,2025-02-05
d31edf1a-e9ff-4cae-81c8-ca8c2a1f955a,623 Kristin Wells Suite 884,Houston,TX,77001,Commercial,,,1904,1304922.38,2025-04-23
895ccd99-43b3-4eb4-8390-2c5d6502d6a2,5171 Karen Fork Suite 851,Houston,TX,77001,Land,,,3496,963199.83,2025-03-23
f1738856-e25d-46eb-9e9a-9f83066803ee,5496 Rodriguez Fort,Austin,TX,73301,Industrial,,,4076,546529.69,2024-07-18
e3236d1a-3c1b-4acc-98e1-93311dba1267,317 Banks Crescent Apt. 004,Dallas,TX,75201,Commercial,,,2146,165570.65,2024-08-03
687a4850-9d9b-4231-bd45-d8efd56ce8ea,7586 Nicole Shoal,Dallas,TX,75201,Residential,2.0,3.0,2016,518149.81,2023-10-02
1f45dbfd-f7dc-47e0-b097-4b2b46a02a9b,53773 Garcia Spur Suite 850,Dallas,TX,75201,Commercial,,,3366,538386.23,2024-05-22
3ba5cd2f-dea4-4c19-9024-3d723748967f,39005 Vanessa Turnpike Apt. 183,Dallas,TX,75201,Industrial,,,1680,1114688.8,2024-10-15
52e2afd9-96bf-40ab-bce9-15e7c9d6a63b,90422 Lindsey Creek Apt. 205,San Antonio,TX,78201,Industrial,,,3577,983519.4,2025-03-22
97fa7f04-8363-4007-9cae-9610c72c1fe3,40268 Julie Mountains,Austin,TX,73301,Land,,,3511,1339278.16,2024-06-30
66d06371-d8e8-4ebb-ba9e-8eefffa361be,8390 Ellis Burgs,Dallas,TX,75201,Commercial,,,1976,747906.27,2023-09-03
b64fa54a-8c61-4654-95da-75c1a21150f9,177 Rachel Islands Apt. 124,Fort Worth,TX,76101,Commercial,,,1515,245421.8,2024-11-13
56c438e4-69ef-4fb1-ba7e-8e14e359eee1,9847 Garcia Squares Apt. 836,Houston,TX,77001,Commercial,,,2651,1091373.82,2024-07-02
18b87245-6e8f-45a1-97dd-ed8115da705c,6156 Ortega Landing Apt. 711,Fort Worth,TX,76101,Residential,1.0,4.0,1832,1159118.69,2025-04-24
93f277cc-1a85-410d-9a05-7c114ffca6b1,80988 Santiago Loop Suite 604,Houston,TX,77001,Residential,5.0,3.0,4856,874820.01,2024-10-26
d85c16bd-6dda-4f8d-8ea6-0f4c39e58ff0,73158 Wilson Harbors,Austin,TX,73301,Residential,4.0,3.0,1211,1173628.23,2024-10-05
2e709838-0190-4620-99dc-abd056febfb9,402 Park Inlet,San Antonio,TX,78201,Commercial,,,4618,778658.72,2025-07-02
5744f596-7422-4167-ab7a-2460604e46cb,612 Christopher Pines,Dallas,TX,75201,Industrial,,,4659,819894.28,2024-01-01
ac8936bc-0cbd-4c03-9e2a-a4acc122b5b3,4599 Nicole Drives,Dallas,TX,75201,Land,,,4500,684245.95,2023-11-17
6e0ed1e8-585d-4f86-9d23-24e6832920b7,7679 Perry Forge,San Antonio,TX,78201,Industrial,,,3734,111222.26,2025-02-23
f200c261-4d29-41ab-b455-12f701f7c7ec,9784 Jeffrey Rapid,Fort Worth,TX,76101,Land,,,3807,228745.28,2023-08-29
3ae88926-b423-4cde-8857-511761554667,44510 Burgess Extensions,Houston,TX,77001,Land,,,4258,119786.59,2023-10-26
f758dce2-0556-4aea-a7b0-32831d7c0098,60607 Michelle Ports Suite 966,San Antonio,TX,78201,Industrial,,,2451,981884.84,2024-02-27
38b8f24e-56ea-47b3-beed-10b64f6e274b,97516 John Radial Suite 816,Fort Worth,TX,76101,Industrial,,,1161,522957.27,2025-05-24
9a36d1ec-2c6a-4e9a-b280-67a14187222b,18188 Rebecca Keys Suite 231,Dallas,TX,75201,Residential,3.0,1.0,4674,799713.23,2023-11-08
e1cde87f-ec95-4f87-ae5e-c36572eb7474,127 Webster Trace,Fort Worth,TX,76101,Commercial,,,2617,1368282.23,2024-10-10
7634c169-4f76-4388-92fe-28bf81e0d489,527 Taylor Roads Suite 490,Dallas,TX,75201,Industrial,,,868,430241.43,2024-04-16
269ed4c9-8059-4b93-b9c2-d2e49ae1a991,05411 Ford Plaza Apt. 793,San Antonio,TX,78201,Residential,3.0,4.0,3137,659795.67,2024-03-23
85d2d0a6-8629-4b5d-b07d-f251fdb1429e,1518 Benjamin Station,San Antonio,TX,78201,Land,,,4733,1151660.37,2024-06-22
10df9974-55ab-446d-a5b5-cdc2a181c85e,5466 Shelton Center,Austin,TX,73301,Land,,,2888,401037.39,2025-03-22
15b02530-f020-4992-b576-255e98549f22,86449 Mathew Prairie Apt. 546,San Antonio,TX,78201,Industrial,,,4715,184696.37,2023-10-26
f29a6339-577b-455a-b6d5-5494f37fd50d,652 Debbie Manors Suite 054,Dallas,TX,75201,Residential,3.0,3.0,3073,487895.82,2023-12-05
2e4bebc4-2989-4880-a77d-1be96070b6a1,32214 William Plains Apt. 592,Austin,TX,73301,Industrial,,,2877,304740.33,2024-10-23
bfa016c2-c09c-4506-88f1-096d9c4ffb46,706 Rhodes Freeway,Austin,TX,73301,Residential,5.0,4.0,4587,1399819.15,2024-06-27
297ca4ff-f75d-499f-ab2d-5b0987079ad4,83473 Gregory Ports Suite 746,Fort Worth,TX,76101,Residential,1.0,1.0,4188,1226571.54,2024-08-11
8412a335-d88c-456d-b61e-5fdb1a435206,240 Sawyer Plaza,Dallas,TX,75201,Commercial,,,1261,977600.35,2025-07-12
e27718c5-737d-4fb6-9113-76e038d77b9a,1247 Mariah Course,Dallas,TX,75201,Industrial,,,2478,1316831.34,2025-06-24
a663d2cd-b6f6-4bf1-96d4-41cc195d82f8,60685 Paul Common Suite 305,Dallas,TX,75201,Commercial,,,1666,1220232.71,2025-07-09
ba2c0f19-f0b2-45d1-8c7e-6f422646eaf9,20472 West Avenue Apt. 043,Dallas,TX,75201,Industrial,,,4579,340862.33,2025-04-26
83efa9f3-a1c7-4c8a-8435-1b64893ad232,43410 Robert Underpass Suite 117,Houston,TX,77001,Land,,,3295,1346896.57,2024-10-23
ab1021ce-aa14-4cd8-aff3-cde46aa42c9f,246 Christina Garden,Fort Worth,TX,76101,Industrial,,,4975,843562.69,2024-10-03
5f90bed6-fb25-464d-a30a-a767a2bb522b,518 Peter Mountains,San Antonio,TX,78201,Industrial,,,1255,1225602.22,2023-08-20
d0421dfa-56ab-487a-8bc7-8e815a304528,051 Allen Shoals Apt. 952,Austin,TX,73301,Industrial,,,3778,1351930.1,2023-08-21
0b36e356-339b-47a8-8b1f-0d7b0977c513,772 Bryan Trail,Austin,TX,73301,Land,,,1057,528154.95,2024-07-07
dcb51c53-5b62-48df-893e-904d30ec2796,54868 King Terrace,Dallas,TX,75201,Land,,,2184,231823.99,2024-12-01
62fb26d7-f4db-4a07-a506-f6707092947d,541 Kim Locks,Austin,TX,73301,Commercial,,,4538,399807.61,2025-02-14
53f28f11-147f-4570-9a43-db54523ae993,77584 Jessica Common Suite 928,Austin,TX,73301,Industrial,,,896,683628.6,2024-03-02
0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,7962 Bell Canyon Suite 964,Austin,TX,73301,Residential,4.0,2.0,2988,1240671.04,2024-11-25
702c1821-c804-4fb7-ad97-3b679b89e5cb,658 Stephanie Divide,Fort Worth,TX,76101,Commercial,,,1707,1301541.08,2025-05-07
71a6014c-5f3c-44dc-9ef7-87b8f2e6195f,13556 Cassie Springs,San Antonio,TX,78201,Commercial,,,4550,84906.79,2024-07-01
bc55300b-06a2-41af-9d0a-f7f7f5e4a471,285 Edwards Harbors,San Antonio,TX,78201,Residential,4.0,3.0,921,802814.91,2024-01-27
491b90e9-9ca3-4bb3-bf11-c8ba36ee1640,8681 Hampton Squares,Dallas,TX,75201,Industrial,,,3477,669810.68,2024-06-28
d9f2dd0d-4cc9-45f2-a42e-50374a552ea0,12172 Osborn Valleys Suite 518,Austin,TX,73301,Land,,,1027,391503.63,2024-09-11
7e7838c9-ca55-438b-bc9a-be10238d6f44,258 David Flats,Austin,TX,73301,Land,,,2216,245808.15,2025-03-24
b788f5d1-ffe5-45f6-a5ed-cfe34f2dad3f,8957 Cheryl Corners,Dallas,TX,75201,Industrial,,,3612,556101.62,2023-09-07
c7bf4fbc-d43c-4d6d-a0c1-ff1e20da8972,669 David Island Apt. 778,Houston,TX,77001,Commercial,,,943,1418646.33,2024-04-10
5894f7f1-39b8-4bb2-b596-ca7cef4afa88,68018 Kevin Estates,San Antonio,TX,78201,Land,,,4088,535564.18,2024-03-24
e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,43842 Mendez Course Apt. 992,Fort Worth,TX,76101,Industrial,,,3466,814276.64,2023-11-27
e3954cb1-7f7f-4c0a-87c0-d116a394ed54,001 Stacy Trail Suite 396,Houston,TX,77001,Commercial,,,3265,1076802.02,2024-11-09
9b4e164b-5716-4c2e-b43a-da2a76e5ae78,473 Evans Cliffs Apt. 276,Dallas,TX,75201,Residential,2.0,2.0,1142,593172.18,2024-07-28
44790612-1f5d-488f-b76a-bf093de28859,5562 Robertson Coves,Houston,TX,77001,Commercial,,,4394,1459789.47,2024-03-21
fef7d9ea-7f8e-4483-a8ca-aa1dc35bec2c,21046 Wright Way Apt. 595,Austin,TX,73301,Commercial,,,4072,1446487.4,2023-12-12
e1e0fffc-98f6-4d7f-beb1-62f14806f804,4701 Wagner Garden Apt. 950,Austin,TX,73301,Industrial,,,2680,433789.77,2023-08-26
31d4ee09-8fd3-4afc-91fd-fa4f0d18ab95,8016 Nicole Stream Suite 650,Dallas,TX,75201,Commercial,,,2162,783579.12,2024-05-24
8ece1128-56ce-4b42-bc9e-1dcbcb7e6268,416 Duran Harbors Apt. 216,Dallas,TX,75201,Residential,3.0,4.0,1084,503751.59,2024-05-02
23c8afdb-83f8-4f16-a4a4-474c9b33e3a4,39868 Brandon Dam Suite 787,Austin,TX,73301,Industrial,,,1425,480897.7,2023-11-10
ac7e937c-54cc-4e2a-9e4c-b287044251db,526 Wheeler Parkways Suite 947,San Antonio,TX,78201,Industrial,,,3272,127563.9,2025-04-11
93dfd907-9416-44dc-86b2-8deff8d8b7f1,9409 Baker Shoal,Fort Worth,TX,76101,Commercial,,,3988,943629.18,2025-03-17
25d4a0fc-6154-4765-9756-ba9cc64c9647,097 Alexandria Stravenue,Fort Worth,TX,76101,Land,,,2618,791317.61,2024-11-10
c66495a7-8077-4e33-a90e-7e6234323ec6,91307 Barnes Loop,Houston,TX,77001,Land,,,2208,148357.22,2025-01-04
57a2be4e-887b-43e5-a980-f80875ac824c,028 Ann Shore Suite 865,Houston,TX,77001,Industrial,,,3079,472071.21,2023-11-29
7d2f4e58-b47a-4c5b-b0b3-901535102852,497 Susan Harbors Suite 344,Austin,TX,73301,Industrial,,,2041,1369278.89,2025-01-15
b6d1f6bb-f48f-409c-89a2-24410ac4de85,5844 Ashley Plains Suite 652,Houston,TX,77001,Commercial,,,4841,416375.69,2024-02-28
23245211-4588-4c1b-b238-48498fe069b6,7473 Maria Groves,Austin,TX,73301,Industrial,,,2152,281475.19,2025-07-11
19a692c9-0d70-4ea4-bb9b-2d45a35055e4,933 Elizabeth Pines,San Antonio,TX,78201,Residential,4.0,2.0,4857,772470.18,2024-01-09
e86e8e63-0f25-477d-a559-90e74910fade,7120 Richard Wells Suite 734,Houston,TX,77001,Residential,1.0,4.0,1647,1479551.9,2024-03-23
ef158d5b-2d00-4d05-966d-4627e1dace6a,938 Robin Extensions,Fort Worth,TX,76101,Land,,,3104,419928.76,2024-06-06
48d90846-55c5-41fc-bba5-7cc8edaf3766,7240 Kenneth Rapids,Dallas,TX,75201,Land,,,979,1032793.16,2023-10-09
41dc1c60-a5f6-4735-b57b-6b29bb2aa146,887 Melissa Mountain Suite 315,Austin,TX,73301,Industrial,,,2631,1160307.95,2023-11-21
186b2880-ab54-4a15-a69d-01ff1634725b,54932 Wilcox Passage,Dallas,TX,75201,Residential,3.0,2.0,1682,413633.5,2024-03-28
951c25d5-4d4c-4280-9462-52e7f43ba052,75304 Young Terrace,Houston,TX,77001,Residential,5.0,2.0,2391,1112708.3,2024-02-10
e346f415-e526-4a2b-ac50-ace480a52e65,5301 Parker Lodge,Austin,TX,73301,Residential,4.0,2.0,1643,599090.96,2024-12-31
e9ad0e9b-8c9a-41e9-b3b2-63376a74dbb7,145 Jeffrey Dale Suite 279,Dallas,TX,75201,Land,,,1910,976035.81,2024-05-03
8167999f-e723-4da3-8c32-bdb2d42a895e,339 Alicia Pines Suite 191,Austin,TX,73301,Land,,,1645,977779.84,2023-09-03
95492a82-b787-4f8d-b495-311eae27d432,822 Bond Mills,San Antonio,TX,78201,Residential,3.0,4.0,4657,838478.92,2023-10-16
37c86152-beed-4af9-80c5-9f30d1031424,87072 Bryant Centers Suite 406,Austin,TX,73301,Commercial,,,1704,203662.92,2024-01-31
c4db5a62-2e13-418d-a8ab-80ea497ec6d1,65180 Valerie Mountains,Austin,TX,73301,Residential,4.0,2.0,1065,1265306.06,2023-08-11
a96b3c42-f6d2-4a7b-aec7-6a82148b4376,656 Kane Lane,Austin,TX,73301,Industrial,,,3691,532111.59,2024-05-04
05d1fb63-c194-497f-80e3-a026d5b6de85,512 Rice Stream,Fort Worth,TX,76101,Land,,,3098,340788.88,2024-01-06
9d6b9b62-6b53-4a19-a902-b73fcf39f648,8686 John Key Apt. 431,Dallas,TX,75201,Residential,3.0,2.0,1345,133104.58,2023-08-12
0b531932-bd94-49aa-bea6-e5b20c760d28,31190 Harper Squares,Dallas,TX,75201,Residential,4.0,1.0,975,917022.44,2025-05-25
52171bf3-d181-43d1-ac2b-0cfcc5c51060,3830 William Highway Apt. 959,San Antonio,TX,78201,Commercial,,,1222,1040529.22,2024-10-24
2cd58759-e95d-4761-bc36-dc59e134edfc,2836 Hill Point,Fort Worth,TX,76101,Industrial,,,3811,98637.66,2024-10-19
7938878a-89b5-4ab0-8121-69db2f12b150,705 Floyd Island Suite 624,Fort Worth,TX,76101,Residential,5.0,1.0,805,804732.61,2024-05-05
41476506-3e2b-49c9-a36f-6e5c2253e706,42708 Faulkner Point,Austin,TX,73301,Commercial,,,4467,397756.48,2024-09-01
dfa59722-0a1f-49df-9a59-19749adf4709,1751 Brett Lane,Houston,TX,77001,Commercial,,,2071,994371.23,2024-12-22
bdd151b0-f64a-46ec-b0a5-648eefe9b3d0,98373 Turner Bridge,San Antonio,TX,78201,Residential,1.0,2.0,1209,323472.16,2023-12-29
61730c48-4876-4153-8688-13fe52555c75,739 Randy Garden,Austin,TX,73301,Industrial,,,1954,1059586.28,2024-09-18
69f753f1-501b-4851-9ee6-8495340029c3,544 Hunt Parks Suite 175,Houston,TX,77001,Land,,,4310,626097.87,2025-06-27
27046f25-4b91-48cb-aae6-6582b852b3cd,320 Tran Prairie,San Antonio,TX,78201,Commercial,,,1387,1409840.23,2024-10-09
7d1645a0-d253-4966-836b-9a0a41e02a89,3693 Pierce Spur,Dallas,TX,75201,Residential,1.0,2.0,2401,270967.35,2024-04-05
01a25ed1-c3ab-45f1-8c6b-7074ab102c9b,2522 White Plains Apt. 801,Houston,TX,77001,Residential,5.0,2.0,2605,561019.55,2025-04-13
04482a22-0308-4a5e-a94d-7b008d388327,31203 Brooks River Suite 700,Dallas,TX,75201,Industrial,,,3882,236699.77,2024-09-03
409e7a80-86c5-41d6-9ea9-f50831227592,408 Drake Fall Apt. 182,Austin,TX,73301,Residential,4.0,3.0,3784,1392688.41,2024-01-21
8d7dd772-608e-4f5c-a117-727067c0518b,6156 Cunningham Square Apt. 410,Fort Worth,TX,76101,Industrial,,,3617,1325208.58,2023-09-28
e336c243-b139-4476-9e3c-e88be6b9d31a,02176 Knight Walks Apt. 803,San Antonio,TX,78201,Residential,4.0,1.0,838,442566.82,2023-12-29
d226a8b3-b674-410d-9218-c9d6c093bfb0,0148 Harry Vista Suite 039,Dallas,TX,75201,Residential,1.0,2.0,3824,1015477.27,2023-11-06
