Investment_ID,Property_ID,Purchase_Price,Purchase_Date,Current_Value,Annual_Rental_Income,ROI_Percentage,processed_by_pipeline_id,last_updated_timestamp
ec48bf55-afd3-40c4-a713-582cf41ea3ac,96a9954f-dc33-41f9-8c1f-55ab715629ee,873156.9,2022-05-11,826386.0800000001,56780.93,6.5,5fd23109-4140-452c-aa44-825950018b7b,2025-07-09 01:17:45.736122
be9d61ee-18b8-4245-ae8f-75a117dded81,c0e9ab30-ed26-42e9-97e0-11b7f8102383,663780.69,2022-07-24,874933.6799999999,29289.24,4.41,15da705c-d4ef-40aa-975a-81ec112fa612,2025-07-02 01:17:45.736188
8fc42092-f4e5-49e5-9622-93480f5ae9d3,5f987c71-a65e-488e-abf3-ad39fec21bbe,168704.04,2023-09-08,158874.72,19353.84,11.47,8e6e5003-214f-4f12-8fd0-1cbd5f65c8ce,2025-06-27 01:17:45.736252
f0ede303-aa53-419c-9fa4-bb9f5a856750,da743152-627b-41a1-bfd6-f23232ffe294,273121.18,2022-12-07,284829.08999999997,20044.94,7.34,692ac139-1f4a-4ca1-ab85-fd595463adc7,2025-06-24 01:17:45.736334
99b479d4-49a2-44ae-b7e8-f8e50d2b91ef,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,677379.46,2023-09-26,670897.22,58496.86,8.64,b8976ec5-ea74-4b18-9e3b-496f6c4596f6,2025-06-25 01:17:45.736409
7b70c3b8-a81f-4ec3-a79c-658a36760ce5,29a3b2e9-5d65-4441-9588-42dea2bc372f,719842.34,2021-11-15,796086.24,39617.71,5.5,81e5c9f6-93f2-47cc-9a85-910d5a057c11,2025-07-14 01:17:45.736498
c33a1f6c-1d69-4fba-9e18-7b248e676a01,ad238d36-dc32-4c97-b9c1-e262f76c8ede,742014.03,2021-07-01,942610.56,51949.8,7.0,d86a6460-59a1-420e-9bb4-3332d8e7012f,2025-07-18 01:17:45.736587
c4767556-f97b-42dd-8f9b-72aed85c16bd,759cde66-bacf-43d0-8b1f-9163ce9ff57f,929490.61,2021-09-23,1175988.1099999999,7388.12,0.79,6dda4f8d-cea6-4f4c-b9e5-8ff092f837d4,2025-06-22 01:17:45.736675
edd877c8-9be7-4737-86b8-92318e867f3c,a2a9d4d8-102e-4de5-a5cc-8bf738ab854c,841578.29,2024-01-10,1084330.6800000002,27729.64,3.29,a487eeab-accb-461a-9d13-23639f294a8b,2025-07-15 01:17:45.736744
c32d4526-b3e4-410a-85f5-0c522e2fbf77,ccf3a171-56dc-4907-ba6c-34ab6712303a,1315539.93,2023-05-05,1498091.5899999999,42942.38,3.26,076979d6-4477-4442-b187-53e6d4578ad9,2025-07-10 01:17:45.736825
90fa6b57-24ac-4130-9eaf-528d2e709838,771ad655-cdfc-4ee0-a61e-de900267deb3,908620.15,2021-11-09,1034065.3,12650.76,1.39,01902620-59dc-4bd0-96fe-bfb9ebe9e207,2025-07-07 01:17:45.736898
177d6e7e-07d9-44ce-b8c8-8faea2178f84,9191b363-4e2d-4645-adc7-cac7fd72b050,201749.28,2023-05-05,172264.76,52864.53,26.2,bdb025ff-2451-45a4-91d0-59b26699cd99,2025-07-11 01:17:45.736981
5ebbcca5-284b-4962-9744-f59674222167,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,858585.91,2023-09-20,787650.66,17323.9,2.02,6b7a2460-604e-46cb-b712-f2d187cdb6a1,2025-07-14 01:17:45.737047
e222b6a6-15bf-4e97-98a2-1f1c914dcfae,0f844fef-1931-49ee-a56c-0941fbf24050,956360.93,2021-11-14,874649.1200000001,28855.43,3.02,f10013a7-c6de-42f0-930a-c1c7b8ba8368,2025-06-22 01:17:45.737145
45a88829-14e2-46e5-ac89-36bc0cbd3c03,9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,1115576.45,2020-10-07,1292558.5999999999,10874.62,0.97,9e2aa4ac-c122-45b3-a84c-03d227d415b6,2025-07-13 01:17:45.737220
372f871a-45ee-432d-aa07-f2137129cec7,ce3714af-99b4-4350-af2b-99b4d9acd158,751488.47,2022-06-06,829221.64,34736.09,4.62,9b69554d-7c54-435f-ac8c-3b6aa974d079,2025-06-23 01:17:45.737286
adb14670-ad9f-400d-8882-d73c1c6345ab,033d2bce-575a-4d2c-a5c5-650c8186a576,1309318.55,2023-10-03,1680193.04,24553.05,1.88,6e0ed1e8-585d-4f86-9d23-24e6832920b7,2025-07-03 01:17:45.737351
fc04a168-652f-4b49-b873-e57f0ba078e8,3eabedcb-baa8-4dd4-88bd-64072bcfbe01,999628.1,2023-01-25,1019020.19,35766.41,3.58,4ef492c1-aac9-4316-86e5-27537c93f6cc,2025-07-16 01:17:45.737418
2321d1e1-c471-44c0-b613-6e15f200c261,48603b32-b4fb-4eb9-89c1-3de73b4206c5,208147.83,2023-02-04,239493.31999999998,56731.91,27.26,4d29d1ab-3455-42f7-81f7-c7ec0e0630cd,2025-07-11 01:17:45.737510
6e3f683a-bf3c-4140-bf54-a51101fa964e,94340a03-3f07-4814-91d6-3f78e3e9de99,568460.61,2023-10-18,525151.82,42312.85,7.44,1eb74b56-53ff-43a2-8a19-35014169b9fc,2025-07-04 01:17:45.737600
d556b37d-8f08-41ee-8011-316b3ae88926,3da9c2a9-0ed4-4f1a-bd4c-bf374eb93eff,692254.34,2021-04-16,860573.59,56778.34,8.2,b423ccde-8857-4117-a155-46672112507c,2025-07-11 01:17:45.737690
6fac1673-0ad4-4230-bdf6-6ba5dc9c96de,8d7248e2-951f-48d0-9e84-f058d5a804eb,156085.83,2023-05-21,164688.75999999998,15489.85,9.92,65a674c2-1273-4a23-9aaa-b32fce6322b6,2025-06-28 01:17:45.737767
92ca525a-6de5-4332-9364-f3d05024bdc6,899ca782-e323-4d1a-bc1b-dacc18e19331,202009.93,2020-08-16,216942.56,54256.28,26.86,dcb33df3-13ee-4dc6-abd1-4d2c75b27455,2025-07-13 01:17:45.737844
f758dce2-0556-4aea-a7b0-32831d7c0098,ccc56569-f9e8-4369-a999-b735dd56cc94,1203748.89,2022-04-07,1593593.96,47281.88,3.93,4a1dab32-6aed-4dc7-a3e0-5309b5a1b949,2025-07-16 01:17:45.737924
eb7607c9-b08a-4895-94ff-a66675c8e90d,1d48a071-ab61-47b1-b93b-4c3220500494,985207.21,2021-12-04,963985.07,49413.33,5.02,9e3d750d-f296-49f0-8d23-72c22bffe17b,2025-07-01 01:17:45.738026
6683e107-96c0-44d0-af88-7f283e49fd09,dc713d96-0c0f-4195-817a-f08a1745d6d8,971484.15,2022-01-31,946686.7000000001,21065.68,2.17,1b19d8b8-d830-4081-afcc-57dd168fae12,2025-06-22 01:17:45.738095
5543fc3c-38b8-424e-96ea-57b3beed10b6,c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,586124.54,2022-10-09,519146.25000000006,9912.07,1.69,4f6e274b-deda-4027-a550-f74a1422373f,2025-07-17 01:17:45.738162
31a3ac4d-828c-47e7-87d5-b7be1d30d990,a8f1e091-ffb8-402d-9475-dbc996418ced,914295.56,2023-11-10,1153814.3,9783.56,1.07,a21b0307-82af-485c-938d-994c2b0abedd,2025-06-26 01:17:45.738227
d0a643fe-a53b-4024-91a6-9d87f54e2019,32a447b2-ef04-457d-8dcc-c33aa9434aa0,1407734.18,2024-05-25,1445266.24,49858.01,3.54,ba35844e-59e1-4c09-9970-a859c6b6e4ad,2025-07-15 01:17:45.738292
2722796e-9a36-41ec-ac6a-6e9a328067a1,697c3923-87fa-441a-be83-b91f25440fe0,1006828.76,2021-03-04,1252041.4,44819.1,4.45,4187222b-257d-4e52-9a51-65ca3c7c1d85,2025-06-30 01:17:45.738356
7e7e7419-a0c1-4035-85d9-5f51f387e1bd,c9a7d91f-ef2a-4713-9702-10496a39aaa6,208967.03,2023-10-11,249151.29,13541.87,6.48,2d5972c6-134a-4a2f-a7cf-705cc257cf73,2025-07-03 01:17:45.738420
e1cde87f-ec95-4f87-ae5e-c36572eb7474,0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,743708.04,2022-07-08,1002464.5,13205.34,1.78,9458054e-c287-4f06-9050-f7efc1235c91,2025-07-04 01:17:45.738484
a09151e0-f891-40c3-9d3f-487e52bdc661,935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,1323666.81,2022-12-11,1590510.69,38530.46,2.91,9fe0a8c7-fc8d-4b93-a2a2-e91fa49b1cd9,2025-07-01 01:17:45.738546
cbdc4318-4d85-43d2-a1a2-748571348c2a,a9f25336-83f4-49a9-88a6-39d015b52908,1317590.26,2021-11-21,1168269.3900000001,55227.17,4.19,780b3657-117b-455b-b094-4bdb26a524e3,2025-06-23 01:17:45.738624
73b0a091-7634-4169-8f76-e38812fe28bf,35ebd32d-9ad6-40ab-8821-2ddb45b89cd9,1149167.9,2021-09-17,1320532.65,21116.79,1.84,81e0d489-5a18-42a3-8e61-4bcd97674900,2025-06-30 01:17:45.738710
fa34d2e8-dd3f-4d7e-a508-dc9513a4a492,696608aa-ee49-4329-884a-7b28550a1b46,566877.59,2020-09-14,609569.3999999999,21761.2,3.84,497de16d-d4ea-420a-9e65-96540e9058b6,2025-07-14 01:17:45.738809
8de7ad6c-9490-47c2-b674-456f626d719d,785299f4-175b-498d-b814-01027de1bdfe,1411461.83,2024-03-07,1286856.26,30034.1,2.13,81cf3252-9815-4d6c-9d71-3084171dabf9,2025-07-14 01:17:45.738880
a6ded1d8-9258-47b7-8f50-1889e8b77f7b,49bc473f-ed7b-4656-a18a-15368c99a894,1464694.33,2023-11-30,1668851.9700000002,29473.26,2.01,7321bf6b-0a80-46ec-a558-2e16bd29ede9,2025-07-05 01:17:45.738960
73557b9d-0fd6-447e-b52d-4af2269ed4c9,ab0e664e-9c3e-42d5-91e1-aa9676f72255,312331.43,2021-05-06,374113.85,19963.76,6.39,80599b93-79c2-42e4-9ae1-a991524f93ff,2025-06-27 01:17:45.739039
812a1f9b-1596-4802-b6dd-6257fb7d9f1c,e893be3d-7354-4a6f-a160-745985c7504b,1482718.71,2020-12-25,1880206.83,53576.15,3.61,57eb89b1-d65e-49dd-a62d-2d06cf9b8558,2025-07-19 01:17:45.739115
86295b5d-707d-4251-bdb1-429e7010ed13,9f64eeed-5c9d-427d-84b8-71bb300568d2,1164320.45,2023-04-17,1534178.91,26546.18,2.28,b526b22d-3f6c-41f7-8a05-37f02c2cd22b,2025-06-24 01:17:45.739184
68a51c68-632d-4b5e-886b-b6bfeafde7d9,03c72ba8-d605-4770-8a63-f881ffd0f9d5,1125973.9,2022-10-08,1488040.21,41197.31,3.66,5f733a3e-5d28-4aa4-a8a3-97799c1c3517,2025-06-24 01:17:45.739253
55ab946d-a5b5-4dc2-a181-c85eca0ac6ac,a013ac6e-deda-4e16-9b3d-bd5ce9a1fa6f,1354898.12,2023-11-03,1360530.9100000001,47289.77,3.49,0d67d38e-990f-4c5b-adcc-3daf569f3ab3,2025-06-29 01:17:45.739364
b9469bcf-4082-4bb9-88bd-db3e62f5df2b,398d1ca6-8b68-40b5-9d61-fac36cd5e859,1491366.67,2020-10-28,1440170.5899999999,33126.06,2.22,adaa44ca-8ed6-4d5e-9831-8aa354669d19,2025-07-07 01:17:45.739432
14dd5061-5557-46f8-a67e-ddcedf8f4197,d0a44432-9cd6-4852-b14c-7df4e4347d51,1361866.82,2024-03-01,1228213.02,24695.57,1.81,9a4a99b2-e806-433c-b6e3-9356a8149562,2025-07-02 01:17:45.739500
b2cf952d-a7f3-43b3-b7ba-f55e4f6b58c8,1f115b76-d92c-4227-aadf-50853fcb7546,686299.14,2023-01-09,614055.98,37821.79,5.51,598ddaec-eaaf-4543-a434-a678a9e27ba9,2025-06-24 01:17:45.739566
8f158449-4f40-422f-95b0-2530f020e992,bd1531c8-3764-4bda-b108-d4482f65fafa,764685.28,2023-05-12,896888.92,14809.8,1.94,b576255e-9854-4f22-a102-f9c964575bc4,2025-07-05 01:17:45.739632
d436a7a8-b3ec-4951-ab8c-bf9720b71785,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,261001.75,2022-02-23,238638.91999999998,41411.22,15.87,d02ce0c1-5417-4a17-8aaa-5bbea4bbf962,2025-07-05 01:17:45.739721
6c645c15-aba3-41cb-a561-e1e917ec889c,6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,425572.38,2023-09-08,455805.33,45419.49,10.67,86c1b6cb-e996-40f7-af77-520eff4625af,2025-07-19 01:17:45.739812
577bc55a-36d5-4494-b37f-d50d2e25b5ee,766ecb15-474e-4c19-aef9-12766c006f61,1374234.54,2022-09-15,1644179.31,23533.66,1.71,4f11d8dc-5cd3-4369-84aa-c1b75ca0c428,2025-07-19 01:17:45.739900
4bb907ec-13c1-4754-a7aa-7cbc23377bbc,17e8392a-55ce-45db-9e87-e04ca2086977,169899.52,2023-10-21,191055.88999999998,34175.78,20.12,fffe77c8-39fe-499c-b127-41487c7c404e,2025-07-03 01:17:45.739970
e238fe93-bd17-45e8-95ca-69ab8a2e6a93,61ee411a-1bac-47a7-b386-f7a4c991603f,1140224.72,2024-02-19,1321517.93,55825.25,4.9,c5580bb2-81f7-43fb-99e4-5c6ac9c23e69,2025-07-07 01:17:45.740051
98e52499-218c-4e1c-9e37-4f7ac42cbc39,e2aa7a5d-278e-400d-ba02-66efbe055787,693509.77,2022-10-13,593975.5700000001,15716.09,2.27,e05b46c5-5636-4094-a974-31db09a9d1c1,2025-06-29 01:17:45.740134
cf1d7d3a-9fee-4dff-8566-aa81b15e54f6,cc530e36-addc-4e13-ab3b-4d37560c95ee,209168.88,2022-02-23,269785.12,56838.25,27.17,d4d30795-2e4b-4bc4-a989-0880277d1be9,2025-07-12 01:17:45.740203
b836c448-ad26-4ec5-9d42-b9e9692e07b6,9e11d2cd-0930-4ef6-8a80-068ddf547e50,495679.9,2024-05-20,455538.63,9477.11,1.91,0b2f6d5c-700b-4d5f-b89f-72f32a60c652,2025-07-11 01:17:45.740270
72ecf16e-c8a7-43e9-bfa0-16c2c09cb506,8db06746-7927-4973-9e78-1fd794e0d3ba,839120.02,2021-07-21,745333.77,42898.3,5.11,48f1096d-9c4f-4b46-b1b7-01aaf836f571,2025-06-19 01:17:45.740335
e76adca9-7811-4802-88cc-7cfecf01f944,670acc5c-b321-4f21-8dd8-eb85b04d3376,718627.0,2021-07-16,897336.69,28790.61,4.01,f7315749-4f39-49a8-bd3a-258288b4f474,2025-07-16 01:17:45.740400
7630a8a7-70ca-4dd8-bc04-3f0892070158,cfa701cd-2631-400b-a6d7-94d30db95301,864585.72,2024-02-05,1058004.8,43820.97,5.07,f2771f63-ada5-4417-9e2a-d32d31ab0b56,2025-07-04 01:17:45.740466
297ca4ff-f75d-499f-ab2d-5b0987079ad4,935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,305141.29,2023-10-26,346161.67,21866.49,7.17,80be7e35-61c2-445a-8733-230448223120,2025-07-05 01:17:45.740533
a4244f23-0d5b-47cd-8000-35f0df7d0dd7,9132b63e-f162-47e4-a9c3-49e03602f8ac,435395.83,2024-01-07,438835.66000000003,5497.25,1.26,236e1608-9acb-494a-8d1f-5318331f63fb,2025-07-10 01:17:45.740597
8412a335-d88c-456d-b61e-5fdb1a435206,63f2ae24-fc3d-4348-808d-4127610461e3,420780.48,2022-08-03,559261.45,27718.47,6.59,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,2025-07-02 01:17:45.740677
e7c225da-7306-4588-85d5-a68d290a3abb,b0ae8f08-c31e-4bbc-b36c-b62b892e6161,218603.04,2024-03-01,218166.28,20220.35,9.25,c35b9fea-1578-4709-88f9-e3d01feae1e0,2025-07-11 01:17:45.740758
d11376e0-38d7-4b9a-a916-da57f24823ab,e49d681d-51d8-4c64-95fa-1ab8458f1f19,865851.26,2022-09-23,1043030.0700000001,12056.67,1.39,177a8a5f-6ffe-43b3-94bf-7a4b25b8a42f,2025-06-26 01:17:45.740848
808389c8-657e-41c9-8da2-3e5c6a36af18,9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,156838.79,2022-06-18,153976.80000000002,33676.99,21.47,06d3db93-ee33-488d-997e-6845e27718c5,2025-06-20 01:17:45.740945
519554e3-0737-4c86-b97b-5f515ffa46ef,6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,942686.93,2022-02-18,1195231.1400000001,50098.49,5.31,14e4180c-fe99-46a3-a2db-c8503c5bf3a7,2025-06-28 01:17:45.741013
2339ba19-2563-4cc3-8a97-ebf555d596af,cfa701cd-2631-400b-a6d7-94d30db95301,1019722.22,2024-07-02,1268072.66,43891.13,4.3,a663d2cd-b6f6-4bf1-96d4-41cc195d82f8,2025-07-03 01:17:45.741091
c24369e7-2387-4af6-94c3-a832b231c60b,6502d6a2-ca6a-4224-971e-16cc5da36f1b,1395423.19,2020-09-15,1757617.49,6013.99,0.43,78f2ce6b-d46b-415d-aada-79a34970ed9a,2025-06-30 01:17:45.741160
41843b03-04dd-4054-9448-23f7e7e646c7,19985f15-ff00-4d4d-9020-59e4ff9ab5c2,335329.59,2023-07-19,315472.54000000004,24072.79,7.18,01582463-9d87-46a0-b2d7-8bdd781799ff,2025-06-30 01:17:45.741249
6c5a6c93-871c-4884-9bdf-90f2ba2c0f19,77fc9703-1fd5-4423-b06c-5c5649e2623d,239099.14,2021-06-18,259995.09000000003,38843.89,16.25,f0b2a5d1-8c7e-4f42-a646-eaf9d5c0244d,2025-07-18 01:17:45.741318
6b79afcc-3d0a-4f0c-8c39-4ec71f317405,c8fe3ccd-c8b8-49c6-ad30-49cf43e458fc,1425178.84,2021-01-06,1270033.59,37050.71,2.6,4d183eba-3cd5-4d7f-89c1-0669c6b33fe6,2025-07-11 01:17:45.741386
7ff4cec6-e7b7-44c6-9631-2a801c612ec2,aab612c9-415d-474a-b5a6-69814104a8b5,790484.42,2023-04-06,1046404.75,28010.93,3.54,10142131-7505-45f5-9f70-8368cb3cf8ca,2025-07-17 01:17:45.741449
24c173b9-b7f2-4572-bdef-a84993364f7e,6553867d-a881-4fd3-947d-577bfa5a91ca,1165604.64,2023-01-31,1361048.74,13424.35,1.15,83efa9f3-a1c7-4c8a-8435-1b64893ad232,2025-06-28 01:17:45.741515
2ff3cde4-6aa4-4c9f-9217-04753d959e3f,19985f15-ff00-4d4d-9020-59e4ff9ab5c2,457696.92,2021-10-13,474354.19999999995,51557.92,11.26,5a5226e6-9d64-4932-8066-853d6de299a1,2025-06-25 01:17:45.741579
86abd4e7-f412-4360-9153-6e995c508720,e87466d7-ad66-41bd-9367-6a024fdc6e1b,1069919.19,2023-05-16,997293.1299999999,50409.17,4.71,f982f4e0-8603-456a-95ea-cbcfab1021ce,2025-06-29 01:17:45.741643
df92a621-63f4-469d-8534-a1018ddce719,0f44704f-1247-4a4e-a469-98e8d39e198b,142044.04,2022-11-10,150576.51,48928.32,34.45,81f38dd4-fd03-4ada-8952-518581e03a5e,2025-07-10 01:17:45.741708
04287378-bf50-43f4-80ef-39355f90bed6,9b4e2c24-9479-41e6-8927-7d9b6e0d2648,812885.71,2022-07-18,1036612.74,37114.58,4.57,fb25664d-630a-4767-a2bb-522b0b251279,2025-07-16 01:17:45.741772
1a89b71e-a0d5-42c8-a837-fe68bba205ca,3d67cde9-2834-44c0-94c8-b3b4a911d192,189603.27,2022-01-23,213253.11,41834.48,22.06,3dba6da8-5844-49fc-914b-9547c9dc72b8,2025-07-16 01:17:45.741847
8bc78e81-5a30-4528-8b59-95622227219f,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,1438957.25,2023-10-29,1232646.05,54171.42,3.76,551ff086-c1b5-45ca-bc35-36df94f79dba,2025-06-21 01:17:45.741947
fb16f757-76f1-46ab-af47-5b49c775e395,54c63cd8-8945-4f27-97fa-2d8dfb2ca025,863849.19,2021-12-25,1095682.44,42438.13,4.91,d49405f0-2cd2-4404-a48e-40f1d0421dfa,2025-06-26 01:17:45.742039
c6b469ef-b74e-4a93-9027-5b532285b2ef,4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,1465747.84,2023-07-03,1397120.4100000001,12055.1,0.82,cfbe4fe9-2ea9-4542-a1b9-70d07a8104de,2025-06-19 01:17:45.742119
0aba590e-e2c3-48aa-b310-7475ca862225,1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,526949.81,2022-06-28,701773.3400000001,37347.69,7.09,0b36e356-339b-47a8-8b1f-0d7b0977c513,2025-07-13 01:17:45.742187
7930ba20-8b04-4f49-90be-73eefd372539,da743152-627b-41a1-bfd6-f23232ffe294,148883.91,2021-11-20,192890.46000000002,9351.01,6.28,65f202f9-83f0-4dc7-8f61-2217eef16694,2025-06-23 01:17:45.742254
c7e53bbb-dcb5-4c53-9b62-a8df493e904d,3985fb62-17dc-4eff-a872-13f98d605936,319653.63,2021-08-15,417205.63,36227.71,11.33,30ec2796-a59b-457f-80d7-ac73095ffa81,2025-07-02 01:17:45.742348
6fdc0bad-5e36-4127-8ca1-b45c1fdd980a,7c16128d-b2c0-4394-a17f-29e170286046,713108.83,2020-09-30,650702.0499999999,28258.93,3.96,45f18619-54f9-4429-a7de-02ccdda4f4a7,2025-07-08 01:17:45.742415
f945f2fd-56cb-4ab0-a2fb-26d7f4dbca07,15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,99739.22,2024-04-29,106778.88,35115.3,35.21,e506f670-7092-447d-be49-69ec6667d3bb,2025-07-06 01:17:45.742479
4447ceab-84ef-4324-8c1b-4157ec9f9c54,dd750e98-90e0-495f-8212-b554464458b4,1141258.22,2021-05-04,1355816.18,50317.06,4.41,5e0a72ab-7f5d-4163-b12b-66807f072cb9,2025-07-05 01:17:45.742543
d284f54e-febe-40db-9a3a-61036e3c4532,bec39a37-9b3d-44bd-a91e-314e0c8e29e3,273279.53,2023-12-14,362656.05000000005,11361.7,4.16,14348f62-6cac-428c-ba22-006515260718,2025-07-17 01:17:45.742611
4baf0f5e-a932-4094-93f2-8f11147f6570,cc530e36-addc-4e13-ab3b-4d37560c95ee,344773.56,2021-04-24,388773.6,17084.81,4.96,1a43db54-523a-4993-8b34-46bc8ba435cc,2025-07-16 01:17:45.742675
59fefbbc-71a3-4ad2-b094-6d2a2aa93b43,f1578470-0182-47c4-ba1b-58066160a6b4,568274.54,2021-11-06,666313.4400000001,49344.6,8.68,6d15f16f-b7b8-41a5-9a45-693d7227890e,2025-07-19 01:17:45.742739
6f5842c3-ff86-4c31-9d66-e8155a4153b3,ded255d0-bf1e-4366-8b8e-63d4ce7607ad,1299944.88,2022-06-12,1493595.4,40584.38,3.12,e95f176c-deba-4186-ba10-82170ad7c9a2,2025-06-23 01:17:45.742889
a334058a-abd2-4512-9335-e5db0eaf04b5,56666f9f-53ac-4ab9-b467-2cd9362f5e5c,608672.12,2021-09-17,689407.97,31637.68,5.2,f2a9dc8a-ca9e-4a62-bae3-114ba3b442bd,2025-07-10 01:17:45.742976
